date,active_addresses,transactions,volume,fees,symbol
2025-03-05 15:52:35.823903,2354,25154,112520,948,ETH-USD
2025-03-06 15:52:35.823903,2383,26136,115719,957,ETH-USD
2025-03-07 15:52:35.823903,2416,27166,117318,985,ETH-USD
2025-03-08 15:52:35.823903,2431,28007,119513,1005,ETH-USD
2025-03-09 15:52:35.823903,2434,26751,116728,1010,ETH-USD
2025-03-10 15:52:35.823903,2376,25969,114458,1002,ETH-USD
2025-03-11 15:52:35.823903,2372,25081,110296,1005,ETH-USD
2025-03-12 15:52:35.823903,2379,25655,111577,1038,ETH-USD
2025-03-13 15:52:35.823903,2390,26016,108357,1037,ETH-USD
2025-03-14 15:52:35.823903,2424,28125,109367,1047,ETH-USD
2025-03-15 15:52:35.823903,2470,28572,108242,1030,ETH-USD
2025-03-16 15:52:35.823903,2430,29373,110511,1055,ETH-USD
2025-03-17 15:52:35.823903,2398,29729,108843,1061,ETH-USD
2025-03-18 15:52:35.823903,2417,32035,106944,1064,ETH-USD
2025-03-19 15:52:35.823903,2390,33647,106047,1080,ETH-USD
2025-03-20 15:52:35.823903,2362,33160,106801,1058,ETH-USD
2025-03-21 15:52:35.823903,2337,32917,106547,1076,ETH-USD
2025-03-22 15:52:35.823903,2291,33441,105093,1072,ETH-USD
2025-03-23 15:52:35.823903,2294,33023,113842,1084,ETH-USD
2025-03-24 15:52:35.823903,2353,35842,115621,1106,ETH-USD
2025-03-25 15:52:35.823903,2295,36289,112462,1072,ETH-USD
2025-03-26 15:52:35.823903,2287,35973,113304,1089,ETH-USD
2025-03-27 15:52:35.823903,2206,34282,109991,1092,ETH-USD
