date,active_addresses,transactions,volume,fees,symbol
2025-02-13 15:52:35.839861,2763,37695,45106,441,BNB-USD
2025-02-14 15:52:35.839861,2839,38807,44681,423,BNB-USD
2025-02-15 15:52:35.839861,2952,40817,43817,439,BNB-USD
2025-02-16 15:52:35.839861,2967,38734,41396,457,BNB-USD
2025-02-17 15:52:35.839861,2980,37359,41312,438,BNB-USD
2025-02-18 15:52:35.839861,2868,38786,41112,415,BNB-USD
2025-02-19 15:52:35.839861,2906,37945,41035,429,BNB-USD
2025-02-20 15:52:35.839861,3058,37806,39320,417,BNB-USD
2025-02-21 15:52:35.839861,3060,34288,39263,390,BNB-USD
2025-02-22 15:52:35.839861,2970,34882,39322,383,BNB-USD
2025-02-23 15:52:35.839861,3031,34952,38635,387,BNB-USD
2025-02-24 15:52:35.839861,3137,37061,38982,382,BNB-USD
2025-02-25 15:52:35.839861,3193,35056,37941,365,BNB-USD
2025-02-26 15:52:35.839861,3297,35070,38416,373,BNB-USD
2025-02-27 15:52:35.839861,3691,33090,37273,368,BNB-USD
2025-02-28 15:52:35.839861,3612,33326,36070,362,BNB-USD
2025-03-01 15:52:35.839861,3844,33956,36372,368,BNB-USD
2025-03-02 15:52:35.839861,4076,33937,36163,378,BNB-USD
2025-03-03 15:52:35.839861,4233,32238,35302,380,BNB-USD
2025-03-04 15:52:35.839861,4360,33255,35194,366,BNB-USD
2025-03-05 15:52:35.839861,4389,33069,35296,398,BNB-USD
2025-03-06 15:52:35.839861,4316,34416,34160,363,BNB-USD
2025-03-07 15:52:35.839861,4466,37495,34703,365,BNB-USD
2025-03-08 15:52:35.839861,4681,35768,35069,365,BNB-USD
2025-03-09 15:52:35.839861,4576,36945,36099,388,BNB-USD
2025-03-10 15:52:35.839861,4574,40275,37017,411,BNB-USD
2025-03-11 15:52:35.839861,4467,43021,35720,433,BNB-USD
2025-03-12 15:52:35.839861,4241,46365,37822,448,BNB-USD
2025-03-13 15:52:35.839861,4154,45103,38358,442,BNB-USD
2025-03-14 15:52:35.839861,4308,46618,38471,456,BNB-USD
2025-03-15 15:52:35.839861,4224,46096,38739,462,BNB-USD
2025-03-16 15:52:35.839861,4311,46021,39122,468,BNB-USD
2025-03-17 15:52:35.839861,4471,42563,39845,461,BNB-USD
2025-03-18 15:52:35.839861,4649,42710,39595,452,BNB-USD
2025-03-19 15:52:35.839861,4759,38326,38942,454,BNB-USD
2025-03-20 15:52:35.839861,4996,38892,38450,473,BNB-USD
2025-03-21 15:52:35.839861,4843,37457,37634,481,BNB-USD
2025-03-22 15:52:35.839861,4552,36298,38813,469,BNB-USD
2025-03-23 15:52:35.839861,4610,37780,38453,465,BNB-USD
2025-03-24 15:52:35.839861,4469,39086,37543,466,BNB-USD
2025-03-25 15:52:35.839861,4460,41859,37342,472,BNB-USD
2025-03-26 15:52:35.839861,4592,43498,36415,434,BNB-USD
2025-03-27 15:52:35.839861,4597,43219,35700,436,BNB-USD
